site,refMLH,refHesperia,text,municipality,province,material,medium,writing_direction,technique,signary,dual_system,separators,dating,municipality_latitude,municipality_longitude,province_latitude,province_longitude,dating_min,dating_max,dating_mean,dating_width,clean_text,material_cat,material_cat_code,medium_cat,medium_cat_code,writing_direction_cat_code,technique_cat,technique_cat_code,signary_cat,signary_cat_code,dual_system_cat,dual_system_cat_code,separators_cat,separators_cat_code
La Cabañeta,E.,Z.11.12,[---]+narḿi,El Burgo de Ebro,Zaragoza,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Finales s. II - primer tercio s. I a.C. (guerras sertorianas).,41.57211095,-0.73954128,41.58,-1.0,-121.0,-67.0,-94.0,54.0,[---]+narḿi,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
La Cabañeta,E.,Z.11.13,[---]u:a[...],El Burgo de Ebro,Zaragoza,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,DOS PUNTOS,Finales s. II - primer tercio s. I a.C. (guerras sertorianas).,41.57211095,-0.73954128,41.58,-1.0,-121.0,-67.0,-94.0,54.0,[---]u:a[---],CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,DOS PUNTOS,3
La Cabañeta,E.,Z.11.14,ti,El Burgo de Ebro,Zaragoza,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,últimas décadas s. II a.C.- guerras sertorianas (destrucción del yacimiento),41.57211095,-0.73954128,41.58,-1.0,-200.0,-101.0,-150.5,99.0,ti,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Masico de Ponz,E.12,TE.11.04,aiunin,Alcañiz,Teruel,CERAMICA,Peso,DEXTROGIRA,IMPRESO,LEVANTINO,NO DUAL,CARECE,Indeterminada.,41.05125534,-0.13284433,40.67,-0.67,,,,,aiunin,CERAMICA,1,PESO,25,1,IMPRESO,3,LEVANTINO,1,NO DUAL,1,CARECE,1
Celsa,E. (D.14.1.S1),Z.13.01,tike[,Velilla de Ebro,Zaragoza,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Insegura: s. I a.C.,41.3736031,-0.43722946,41.58,-1.0,-100.0,-1.0,-50.5,99.0,tike[,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Celsa,E.,Z.13.02,tai[...],Velilla de Ebro,Zaragoza,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Insegura: siglos II y I a.C.,41.3736031,-0.43722946,41.58,-1.0,-200.0,-1.0,-100.5,199.0,tai[---],CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
L'Esquerda,D.,B.07.03,]kerkeionḿ[,Les Masies de Roda,Barcelona,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,desde finales del siglo IV hasta el siglo I aC,41.98992862,2.306728466,41.45,2.08,-321.0,-1.0,-161.0,320.0,]kerkeionḿ[,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
L'Esquerda,D.,B.07.02,agiradin+[,Les Masies de Roda,Barcelona,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,s. II-I a. C.,41.98992862,2.306728466,41.45,2.08,-200.0,-1.0,-100.5,199.0,agiradin+[,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Mas de Moreno,E.,TE.09.04,balkei,Foz Calanda,Teruel,CERAMICA,RECIPIENTE,DEXTROGIRA,IMPRESO,LEVANTINO,NO DUAL,CARECE,Aprox. 75 - 40 a.C.,40.92308894,-0.26722397,40.67,-0.67,-95.0,-40.0,-67.5,55.0,balkei,CERAMICA,1,RECIPIENTE,1,1,IMPRESO,3,LEVANTINO,1,NO DUAL,1,CARECE,1
Mas de Moreno,E.,TE.09.05,balkei,Foz Calanda,Teruel,CERAMICA,RECIPIENTE,DEXTROGIRA,IMPRESO,LEVANTINO,NO DUAL,CARECE,Aprox. 75 - 40 a.C.,40.92308894,-0.26722397,40.67,-0.67,-95.0,-40.0,-67.5,55.0,balkei,CERAMICA,1,RECIPIENTE,1,1,IMPRESO,3,LEVANTINO,1,NO DUAL,1,CARECE,1
Mas de Moreno,E.,TE.09.06,]t̲u̲ratiṇ,Foz Calanda,Teruel,CERAMICA,PESA DE TELAR,DEXTROGIRA,IMPRESO,LEVANTINO,NO DUAL,CARECE,Aprox. 75 - 40 a.C.,40.92308894,-0.26722397,40.67,-0.67,-95.0,-40.0,-67.5,55.0,]t̲u̲ratiṇ,CERAMICA,1,PESA DE TELAR,8,1,IMPRESO,3,LEVANTINO,1,NO DUAL,1,CARECE,1
Mas de Moreno,E.,TE.09.07,]raṭị[,Foz Calanda,Teruel,CERAMICA,PESA DE TELAR,DEXTROGIRA,IMPRESO,LEVANTINO,NO DUAL,CARECE,Aprox. 75 - 40 a.C.,40.92308894,-0.26722397,40.67,-0.67,-95.0,-40.0,-67.5,55.0,]raṭị[,CERAMICA,1,PESA DE TELAR,8,1,IMPRESO,3,LEVANTINO,1,NO DUAL,1,CARECE,1
Mas de Moreno,E.,TE.09.10,]unin,Foz Calanda,Teruel,CERAMICA,PESA DE TELAR,DEXTROGIRA,IMPRESO,LEVANTINO,NO DUAL,CARECE,Aprox. 75 - 40 a.C.,40.92308894,-0.26722397,40.67,-0.67,-95.0,-40.0,-67.5,55.0,]unin,CERAMICA,1,PESA DE TELAR,8,1,IMPRESO,3,LEVANTINO,1,NO DUAL,1,CARECE,1
Mas de Moreno,E.,TE.09.11,kaku,Foz Calanda,Teruel,CERAMICA,PESA DE TELAR,DEXTROGIRA,IMPRESO,LEVANTINO,NO DUAL,CARECE,Aprox. 75 - 40 a.C.,40.92308894,-0.26722397,40.67,-0.67,-95.0,-40.0,-67.5,55.0,kaku,CERAMICA,1,PESA DE TELAR,8,1,IMPRESO,3,LEVANTINO,1,NO DUAL,1,CARECE,1
Mas de Moreno,E.,TE.09.02,balke[,Foz Calanda,Teruel,CERAMICA,PESA DE TELAR,DEXTROGIRA,IMPRESO,LEVANTINO,NO DUAL,CARECE,Mediados s. II - mediados s. I a.C.,40.92308894,-0.26722397,40.67,-0.67,-175.0,-26.0,-100.5,149.0,balke[,CERAMICA,1,PESA DE TELAR,8,1,IMPRESO,3,LEVANTINO,1,NO DUAL,1,CARECE,1
Mas de Moreno,E.,TE.09.03,balkei,Foz Calanda,Teruel,CERAMICA,PESA DE TELAR,DEXTROGIRA,IMPRESO,LEVANTINO,NO DUAL,CARECE,Mediados s. II - mediados s. I a.C.,40.92308894,-0.26722397,40.67,-0.67,-175.0,-26.0,-100.5,149.0,balkei,CERAMICA,1,PESA DE TELAR,8,1,IMPRESO,3,LEVANTINO,1,NO DUAL,1,CARECE,1
Mas de Moreno,E.,TE.09.08,]tin,Foz Calanda,Teruel,CERAMICA,RECIPIENTE,DEXTROGIRA,IMPRESO,LEVANTINO,NO DUAL,CARECE,Mediados s. II - mediados s. I a.C.,40.92308894,-0.26722397,40.67,-0.67,-175.0,-26.0,-100.5,149.0,]tin,CERAMICA,1,RECIPIENTE,1,1,IMPRESO,3,LEVANTINO,1,NO DUAL,1,CARECE,1
Ensérune,B.01.359b,HER.02.359B,ṭa̱t̲u̲[,Nissan-lez-Enserune,Hérault,CERAMICA,RECIPIENTE,LEVOGIRA,IMPRESO,LEVANTINO,DUAL,CARECE,S. III a.E. - I a.E.,43.281126097,3.112383369,43.35,3.22,-300.0,-1.0,-150.5,299.0,ṭa̱t̲u̲[,CERAMICA,1,RECIPIENTE,1,2,IMPRESO,3,LEVANTINO,1,DUAL,2,CARECE,1
Ensérune,B.01.359c,HER.02.359C,(tatuŕ),Nissan-lez-Enserune,Hérault,CERAMICA,RECIPIENTE,LEVOGIRA,IMPRESO,LEVANTINO,DUAL,CARECE,S. II a.E. - I a.E.,43.281126097,3.112383369,43.35,3.22,-200.0,-1.0,-100.5,199.0,tatuŕ,CERAMICA,1,RECIPIENTE,1,2,IMPRESO,3,LEVANTINO,1,DUAL,2,CARECE,1
Ensérune,B.01.360b,HER.02.360B,a [di] [n] go,Nissan-lez-Enserune,Hérault,CERAMICA,RECIPIENTE,,IMPRESO,LEVANTINO,DUAL,,Fin. s. III a.E. - I a.E.,43.281126097,3.112383369,43.35,3.22,-221.0,-1.0,-111.0,220.0,a di n go,CERAMICA,1,RECIPIENTE,1,3,IMPRESO,3,LEVANTINO,1,DUAL,2,,2
La Carencia,F.19.,V.14.02,A1: [---]u[---]i[---] [---]++[-c. 3-]tilso+++śạṭịŕạ [---]o[-c. 2-]ṣịḷṭịḳọ+l+goloŕṭạ [---] [---]ṭị:ịḳọŕiskeŕ:ko[---] A2: ḅạlḳẹśịŕạ B: ḅạlkeśiŕe:ạṇạbedi:iuśtir:ḅẹle[s]:g̣ẹḅẹḷẹṣẹḳẹṣạị:aśkeŕeŕḍịṛ:[.]ŕeka: g̣ọṭụadeŕokegon ịḳọṛ́ḅạś:al+ŕei:oŕdi+ŕa? ḳạlanẹiạ:asụgin,Turís / Torís,Valencia,PLOMO,LAMINA/PLANCHA,LEVOGIRA,INCISION,MERIDIONAL,DUAL,DOS PUNTOS,"Su editor, J. Velaza, la data en los siglos IV y III a.C.",39.38884152,-0.71026832,39.48,-0.38,-400.0,-201.0,-300.5,199.0,A1: [---]u[---]i[---] [---]++[---]tilso+++śạṭịŕạ [---]o[---]ṣịḷṭịḳọ+l+goloŕṭạ [---] [---]ṭị:ịḳọŕiskeŕ:ko[---] A2: ḅạlḳẹśịŕạ B: ḅạlkeśiŕe:ạṇạbedi:iuśtir:ḅẹles:g̣ẹḅẹḷẹṣẹḳẹṣạị:aśkeŕeŕḍịṛ:+ŕeka: g̣ọṭụadeŕokegon ịḳọṛ́ḅạś:al+ŕei:oŕdi+ŕa ḳạlanẹiạ:asụgin,PLOMO,3,LAMINA/PLANCHA,2,2,INCISION,1,MERIDIONAL,3,DUAL,2,DOS PUNTOS,3
El Mas Castellar,C.03.,GI.08.08,[---?]eŕgudo,Pontós,Girona,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,DUAL,CARECE,Mediados s. IV a.C.,42.18676382,2.91760272,42.17,2.67,-375.0,-326.0,-350.5,49.0,[---]-]eŕgudo,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,DUAL,2,CARECE,1
El Mas Castellar,C.03.,GI.08.03,bigiśar n,Pontós,Girona,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,DUAL,CARECE,Mediados s. IV a.C.,42.18676382,2.91760272,42.17,2.67,-375.0,-326.0,-350.5,49.0,bigiśar n,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,DUAL,2,CARECE,1
El Mas Castellar,C.03.,GI.08.10,[---]+r,Pontós,Girona,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Mediados s. IV a.C.,42.18676382,2.91760272,42.17,2.67,-375.0,-326.0,-350.5,49.0,[---]+r,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
El Mas Castellar,C.03.,GI.08.06,taŕśa[---],Pontós,Girona,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,DUAL,CARECE,Último cuarto s. V a.C.,42.18676382,2.91760272,42.17,2.67,-426.0,-402.0,-414.0,24.0,taŕśa[---],CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,DUAL,2,CARECE,1
Els Cingles de Bertí,D.,B.23.01,1) gaisirI 2) aloŕberigaisir 3) n 4) n 5) ni 6) ni 7) balkar 8) kanśkebeer 9) (figura) 10) labeŕeiku,Sant Martí de Centelles,Barcelona,PIEDRA,PARIETAL/RUPESTRE,LEVOGIRA,INCISION,LEVANTINO,DUAL,CARECE,,41.76581942,2.20457246,41.45,2.08,,,,,1) gaisirI 2) aloŕberigaisir 3) n 4) n 5) ni 6) ni 7) balkar 8) kanśkebeer 9)  10) labeŕeiku,PIEDRA,2,PARIETAL/RUPESTRE,3,2,INCISION,1,LEVANTINO,1,DUAL,2,CARECE,1
El Mujal - el Roser,C.,B.48.01,[---]kubal+[---],Calella,Barcelona,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Siglos II - I a.C.,41.61378676,2.65807435,41.45,2.08,-200.0,-1.0,-100.5,199.0,[---]kubal+[---],CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Castell de Miravet,C.,T.05.01,ete,Miravet,Tarragona,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Mediados s. II - mediados s. I a.C.,41.03588382,0.59641776,41.17,1.0,-175.0,-26.0,-100.5,149.0,ete,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Aeso,D.,L.02.01,[---]+naś,Isona i la Conca Dellà,Lleida,CERAMICA,Ánfora,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Segundo cuarto del s. I a.C.,42.11734859,1.04480661,42.0,1.17,-75.0,-51.0,-63.0,24.0,[---]+naś,CERAMICA,1,ÁNFORA,7,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Turó de l'Osona,D.,B.03.01,- - - - - - [---]as [---]+bake - - - - - -,Gurb,Barcelona,PIEDRA,Estela?,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Siglo I a.C.,41.95552384,2.22222604,41.45,2.08,-100.0,-1.0,-50.5,99.0,- - - [---]as [---]+bake - - -,PIEDRA,2,MISC.,6,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Muntanya de Sant Miquel,C.,B.26.01,tikirṣai,Montornès del Vallès,Barcelona,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Indeterminada.,41.54301105,2.26531071,41.45,2.08,,,,,tikirṣai,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Sant Marc de Porquerisses,D.,B.09.07,[‐‐‐]ŕ ∙ eki[‐‐‐] [‐‐‐]iŕa[‐‐‐],Argençola,Barcelona,PIEDRA,PLACA,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,un punto,Siglos IV - III a.C.,41.59766695,1.44349093,41.45,2.08,-400.0,-201.0,-300.5,199.0,[---]ŕ ∙ eki[---] [---]iŕa[---],PIEDRA,2,PLACA,12,1,INCISION,1,LEVANTINO,1,NO DUAL,1,UN PUNTO,6
Montblanc,C.,T.02.01,------ [---]in [---]ẹŕa [---]+ṇ ------,Montblanc,Tarragona,PIEDRA,PLACA,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Siglo II a.C.,41.37705549,1.16171565,41.17,1.0,-200.0,-101.0,-150.5,99.0, [---]in [---]ẹŕa [---]+ṇ ,PIEDRA,2,PLACA,12,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Horts del Carrer Tallaferro,C.,GI.04.01,nei[---]+śba,Besalú,Girona,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Siglos II - I a.C.,42.19949028,2.69965703,42.17,2.67,-200.0,-1.0,-100.5,199.0,nei[---]+śba,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
El Puig del Castell,C.69.,GI.13.04,[---]+arn[---],Sant Julià de Ramis,Girona,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Indeterminada.,42.02801672,2.85399914,42.17,2.67,,,,,[---]+arn[---],CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
La Moleta del Remei,C.,T.13.02,bal,Alcanar,Tarragona,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,130/120 - 40/30 a.E.,40.54396913,0.48110591,41.17,1.0,-130.0,-30.0,-80.0,100.0,bal,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Amposta,C.36.,T.14.01,kul[---],Amposta,Tarragona,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Segunda mitad del s. II - primera mitad del s. I a.C.,40.7103883,0.57831025,41.17,1.0,-150.0,-51.0,-100.5,99.0,kul[---],CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Castell de Miravet,C.,T.05.02,[---]+is[---],Miravet,Tarragona,CERAMICA,Ánfora,DEXTROGIRA,Incisión ante coctionem,LEVANTINO,NO DUAL,CARECE,Siglo II - primera mitad del I a.C.,41.03588382,0.59641776,41.17,1.0,-200.0,-51.0,-125.5,149.0,[---]+is[---],CERAMICA,1,ÁNFORA,7,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
El Vilar,C.35.,T.03.03,kaŕaniśaŕen,Valls,Tarragona,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Siglo IV a.C.,41.2838885,1.2473842,41.17,1.0,-400.0,-301.0,-350.5,99.0,kaŕaniśaŕen,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Tarraco,C.18.,T.11.14,oŕti,Tarragona,Tarragona,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Primera mitad del s. I a.C.,41.11910287,1.2584219,41.17,1.0,-100.0,-51.0,-75.5,49.0,oŕti,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Tarraco,C.18.,T.11.10,[---?] aŕẹ[---],Tarragona,Tarragona,PIEDRA,PLACA,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Siglos II-I a.C.,41.11910287,1.2584219,41.17,1.0,-200.0,-1.0,-100.5,199.0,[---]-] aŕẹ[---],PIEDRA,2,PLACA,12,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Tarraco,C.18.,T.11.15,bi[,Tarragona,Tarragona,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,,Primera mitad del s. I a.C.,41.11910287,1.2584219,41.17,1.0,-100.0,-51.0,-75.5,49.0,bi[,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,,2
Tarraco,C.18.,T.11.13,bai[---?],Tarragona,Tarragona,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,"Primera mitad del s. I a.C. Panosa (2015, 120) afina la cronología al segundo cuarto del siglo I a.C.",41.11910287,1.2584219,41.17,1.0,-75.0,-51.0,-63.0,24.0,bai[---]-],CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Tarraco,C.18.,T.11.11,aba[---?],Tarragona,Tarragona,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Principios del siglo I a.C.,41.11910287,1.2584219,41.17,1.0,-100.0,-1.0,-50.5,99.0,aba[---]-],CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Ilduro I (Burriac),C.07.,B.44.08,kai ++,Cabrera de Mar,Barcelona,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Siglos II - I a.C.,41.52804539,2.39258336,41.45,2.08,-200.0,-1.0,-100.5,199.0,kai ++,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Can Bartomeu,C.07.,B.44.20,[---]+ka,Cabrera de Mar,Barcelona,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,,Principios siglo II - principios s. I a.C.,41.52804539,2.39258336,41.45,2.08,-200.0,-1.0,-100.5,199.0,[---]+ka,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,,2
Ilduro II (Ca l'Arnau-Can Mateu),C.07.,B.44.27,a) al b) l,Cabrera de Mar,Barcelona,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,,Siglos II - mediados I a.C.,41.52804539,2.39258336,41.45,2.08,-200.0,-101.0,-150.5,99.0,a) al b) l,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,,2
Ilduro II (Ca l'Arnau-Can Mateu),C.07.,B.44.36,tako,Cabrera de Mar,Barcelona,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,,Finales s. II - comienzos s. I a.C.,41.52804539,2.39258336,41.45,2.08,-121.0,-81.0,-101.0,40.0,tako,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,,2
Ilduro II (Ca l'Arnau-Can Mateu),C.07.,B.44.35,śalai,Cabrera de Mar,Barcelona,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,,Mediados s. II - mediados s. I a.C.,41.52804539,2.39258336,41.45,2.08,-175.0,-26.0,-100.5,149.0,śalai,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,,2
Ilduro II (Ca l'Arnau-Can Mateu),C.07.,B.44.33,la,Cabrera de Mar,Barcelona,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,,Segunda mitad del s. II a.C.,41.52804539,2.39258336,41.45,2.08,-150.0,-101.0,-125.5,49.0,la,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,,2
Ilduro II (Ca l'Arnau-Can Mateu),C.07.,B.44.32,ker,Cabrera de Mar,Barcelona,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,,Finales s. II - principios s. I a.C.,41.52804539,2.39258336,41.45,2.08,-121.0,-1.0,-61.0,120.0,ker,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,,2
Ilduro II (Ca l'Arnau-Can Mateu),C.07.,B.44.40,[---]eśa+[---],Cabrera de Mar,Barcelona,CERAMICA,Tubulus,DEXTROGIRA,Incisión ante coctionem,LEVANTINO,NO DUAL,,En torno al 150 a.C.,41.52804539,2.39258336,41.45,2.08,-170.0,-130.0,-150.0,40.0,[---]eśa+[---],CERAMICA,1,MISC.,6,1,INCISION,1,LEVANTINO,1,NO DUAL,1,,2
Ilduro II (Can Masriera),C.07.,B.44.38,[---]+baŕ+[---],Cabrera de Mar,Barcelona,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,,Siglo II - mediados s. I a.C.,41.52804539,2.39258336,41.45,2.08,-200.0,-26.0,-113.0,174.0,[---]+baŕ+[---],CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,,2
Ilduro II (Can Rodon de l'Hort),C.07.,B.44.29,bal,Cabrera de Mar,Barcelona,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,En torno al 130 - 120 a.C.,41.52804539,2.39258336,41.45,2.08,-150.0,-110.0,-130.0,40.0,bal,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Ilduro II (Can Rodon de l'Hort),C.07.,B.44.34,oba,Cabrera de Mar,Barcelona,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,,Mediados s. II - mediados s. I a.C.,41.52804539,2.39258336,41.45,2.08,-175.0,-26.0,-100.5,149.0,oba,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,,2
Can Rodon del Hort,C.07.,B.44.23,biu,Cabrera de Mar,Barcelona,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,,Siglo III a.C.,41.52804539,2.39258336,41.45,2.08,-300.0,-201.0,-250.5,99.0,biu,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,,2
Meca,G.,V.15.02,]bekon[,Ayora,Valencia,PLOMO,LAMINA/PLANCHA,LEVOGIRA,INCISION,MERIDIONAL,DUAL,CARECE,Siglos IV - III a.C.,39.05979756,-1.05608454,39.48,-0.38,-400.0,-201.0,-300.5,199.0,]bekon[,PLOMO,3,LAMINA/PLANCHA,2,2,INCISION,1,MERIDIONAL,3,DUAL,2,CARECE,1
El Tossal de Sant Miquel,F.13,V.06.100,baoiŕa b̲a̲ŕ̲i,Liria / Llíria,Valencia,CERAMICA,RECIPIENTE,DEXTROGIRA,PINTADO,LEVANTINO,NO DUAL,CARECE,Finales s. III - comienzos s. I a.E.,39.62586366,-0.59442849,39.48,-0.38,-221.0,-81.0,-151.0,140.0,baoiŕa b̲a̲ŕ̲i,CERAMICA,1,RECIPIENTE,1,1,PINTADO,2,LEVANTINO,1,NO DUAL,1,CARECE,1
Valentia,F.,V.12.10,ka kos,Valencia,Valencia,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Segunda mitad del s. II a.C.,39.47534441,-0.37565717,39.48,-0.38,-150.0,-101.0,-125.5,49.0,ka kos,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
San Miguel III,D.,HU.04.01,lube,Castejón de Monegros,Huesca,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,mediados del siglo II a. C. a mediados del siglo I a. C.,41.61718771,-0.23978744,42.17,-0.17,-175.0,-26.0,-100.5,149.0,lube,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Camps de L'Hospital,C.,GI.07.01,[.?]+tibaikarḿi,Vilademuls,Girona,CERAMICA,RECIPIENTE,DEXTROGIRA,PUNTILLADO,LEVANTINO,DUAL,CARECE,Segunda mitad s. IV a.C. - principios s. II a.C.,42.13869772,2.88677073,42.17,2.67,-350.0,-101.0,-225.5,249.0,++tibaikarḿi,CERAMICA,1,RECIPIENTE,1,1,PUNTILLADO,4,LEVANTINO,1,DUAL,2,CARECE,1
